alarm_description,Severity,Alarm ID,Alarm Source,Location Info,Other Information,Last Occurred (ST),Acknowledged On (ST),Fiber/Cable Name,Cleared By,Acknowledged By,Clearance Status,Acknowledgement Status,Alarm Serial Number
1,3,12545,43,840,207,2025-05-03 11:00:00,2025-05-03 16:00:00,0,3,1,0,0,26769587
1,3,13417,3,886,267,2025-05-13 19:00:00,2025-05-14 00:00:00,15,3,2,0,0,26992037
0,3,12545,44,1030,61,2025-05-18 02:00:00,2025-05-18 05:00:00,107,1,1,0,0,27189389
0,2,4,9,890,230,2025-05-06 19:00:00,2025-05-07 01:00:00,63,1,2,0,0,26531408
2,3,12301,19,363,215,2025-05-17 12:00:00,2025-05-17 13:00:00,12,1,3,0,0,25931162
2,0,32,17,851,125,2025-05-14 15:00:00,2025-05-14 23:00:00,21,3,2,0,0,27266155
1,0,12350,45,81,143,2025-05-08 21:00:00,2025-05-09 01:00:00,0,3,2,0,0,27656301
1,2,236,29,915,104,2025-05-06 04:00:00,2025-05-06 10:00:00,13,3,2,0,0,26196112
0,1,12545,12,1038,163,2025-05-18 04:00:00,2025-05-18 06:00:00,107,4,3,0,0,25617691
1,2,12544,21,889,60,2025-05-07 18:00:00,2025-05-07 20:00:00,13,1,2,0,0,27885753
2,1,114,21,686,229,2025-05-03 11:00:00,2025-05-03 19:00:00,63,1,1,0,0,27893444
2,3,12306,30,850,106,2025-05-18 04:00:00,2025-05-18 05:00:00,108,4,3,0,0,27789866
0,2,12350,62,103,193,2025-05-02 06:00:00,2025-05-02 14:00:00,107,4,3,0,0,27801482
2,0,327,49,1050,97,2025-05-14 20:00:00,2025-05-14 21:00:00,109,1,1,0,0,25732685
2,3,12308,17,644,166,2025-05-04 03:00:00,2025-05-04 12:00:00,108,3,3,0,0,26857916
2,0,12926,44,698,54,2025-05-11 02:00:00,2025-05-11 03:00:00,108,1,2,0,0,27492120
2,3,236,22,1048,103,2025-05-14 04:00:00,2025-05-14 08:00:00,63,3,3,0,0,27849631
0,2,12545,34,954,169,2025-05-11 17:00:00,2025-05-12 02:00:00,13,1,1,0,0,25969696
0,1,12306,27,894,192,2025-05-18 08:00:00,2025-05-18 09:00:00,0,1,3,0,0,27664169
1,3,13203,17,103,176,2025-05-08 21:00:00,2025-05-09 06:00:00,12,4,1,0,0,27003453
2,1,13417,21,159,192,2025-05-16 16:00:00,2025-05-17 00:00:00,12,4,3,0,0,26034466
1,3,13987,34,779,186,2025-05-14 02:00:00,2025-05-14 07:00:00,21,3,1,0,0,27966235
0,0,12350,4,63,196,2025-05-13 07:00:00,2025-05-13 13:00:00,21,3,3,0,0,27207906
0,0,12587,62,65,233,2025-05-08 08:00:00,2025-05-08 13:00:00,108,1,2,0,0,26046068
0,3,186,41,923,134,2025-05-12 23:00:00,2025-05-13 03:00:00,108,4,1,0,0,25900069
0,1,236,59,160,134,2025-05-13 05:00:00,2025-05-13 09:00:00,63,3,1,0,0,25760060
0,2,114,50,242,198,2025-05-15 11:00:00,2025-05-15 19:00:00,0,3,3,0,0,26279987
0,2,13933,52,571,221,2025-05-09 14:00:00,2025-05-09 22:00:00,12,3,3,0,0,25366500
0,0,199,54,505,111,2025-05-09 22:00:00,2025-05-10 07:00:00,12,1,3,0,0,27805591
2,2,13987,29,840,258,2025-05-15 07:00:00,2025-05-15 10:00:00,109,3,2,0,0,26168226
1,0,12308,39,69,227,2025-05-06 20:00:00,2025-05-07 04:00:00,21,3,3,0,0,25674752
0,2,2,14,383,110,2025-05-04 12:00:00,2025-05-04 15:00:00,109,4,1,0,0,25856649
2,3,14102,40,869,166,2025-05-08 13:00:00,2025-05-08 15:00:00,0,4,3,0,0,27719323
2,0,4,64,516,142,2025-05-14 19:00:00,2025-05-14 21:00:00,0,4,2,0,0,27627130
1,0,12580,37,268,123,2025-05-06 07:00:00,2025-05-06 16:00:00,63,1,3,0,0,27742969
0,3,13417,49,266,49,2025-05-12 04:00:00,2025-05-12 08:00:00,107,4,3,0,0,25756214
1,0,187,21,74,60,2025-05-02 14:00:00,2025-05-02 19:00:00,108,4,1,0,0,27890202
0,2,12307,17,712,145,2025-05-01 22:00:00,2025-05-02 00:00:00,21,4,3,0,0,26916866
2,2,12308,20,327,134,2025-05-11 01:00:00,2025-05-11 10:00:00,63,4,2,0,0,27636012
2,0,12926,23,317,134,2025-05-16 05:00:00,2025-05-16 12:00:00,107,3,3,0,0,25713463
2,2,12580,51,621,1,2025-05-05 10:00:00,2025-05-05 13:00:00,63,1,3,0,0,27509777
2,1,25,15,102,232,2025-05-15 11:00:00,2025-05-15 17:00:00,13,3,1,0,0,27343039
1,0,299,39,837,66,2025-05-06 21:00:00,2025-05-07 04:00:00,12,3,3,0,0,25433521
0,3,199,18,947,143,2025-05-07 00:00:00,2025-05-07 06:00:00,108,1,1,0,0,26907466
0,1,236,56,890,219,2025-05-12 15:00:00,2025-05-12 21:00:00,108,3,1,0,0,25715410
1,0,114,34,1013,104,2025-05-11 04:00:00,2025-05-11 12:00:00,108,4,3,0,0,26400612
0,3,63604,44,461,227,2025-05-08 22:00:00,2025-05-09 06:00:00,109,1,1,0,0,26684782
2,2,14152,0,23,188,2025-05-13 01:00:00,2025-05-13 06:00:00,21,3,1,0,0,26542775
0,3,63604,19,182,165,2025-05-08 10:00:00,2025-05-08 14:00:00,63,3,3,0,0,27346909
2,1,14102,0,894,198,2025-05-05 15:00:00,2025-05-05 20:00:00,63,4,3,0,0,26925481
1,2,13142,46,632,186,2025-05-09 21:00:00,2025-05-10 06:00:00,109,3,2,0,0,27547676
0,0,32,16,556,169,2025-05-06 17:00:00,2025-05-06 23:00:00,0,3,2,0,0,27665079
1,2,13987,36,995,193,2025-05-16 13:00:00,2025-05-16 16:00:00,21,3,1,0,0,25457856
0,0,199,3,1075,111,2025-05-09 07:00:00,2025-05-09 10:00:00,107,1,1,0,0,27127339
2,0,1,24,295,65,2025-05-17 20:00:00,2025-05-17 21:00:00,107,1,3,0,0,27954800
1,3,299,26,1075,185,2025-05-18 12:00:00,2025-05-18 17:00:00,108,3,2,0,0,27644876
0,3,299,20,576,194,2025-05-01 06:00:00,2025-05-01 12:00:00,63,3,2,0,0,27855446
2,3,12350,37,703,205,2025-05-15 09:00:00,2025-05-15 17:00:00,15,4,3,0,0,27254916
1,1,12307,39,351,101,2025-05-01 12:00:00,2025-05-01 21:00:00,0,1,3,0,0,26791186
1,1,14102,10,970,197,2025-05-04 07:00:00,2025-05-04 14:00:00,108,1,3,0,0,27870866
0,3,199,47,250,199,2025-05-12 21:00:00,2025-05-12 22:00:00,107,1,3,0,0,27530768
0,1,4,28,384,163,2025-05-07 14:00:00,2025-05-07 21:00:00,107,3,2,0,0,27213273
0,2,25,41,881,176,2025-05-17 04:00:00,2025-05-17 13:00:00,21,4,3,0,0,26591504
2,2,14102,11,727,166,2025-05-18 07:00:00,2025-05-18 11:00:00,0,4,3,0,0,27333317
0,1,13203,15,366,189,2025-05-12 07:00:00,2025-05-12 14:00:00,0,3,2,0,0,27779708
1,1,1,49,1006,60,2025-05-09 08:00:00,2025-05-09 17:00:00,15,3,3,0,0,25434436
1,2,13987,13,62,169,2025-05-07 05:00:00,2025-05-07 06:00:00,107,4,2,0,0,26468536
0,0,12308,29,368,196,2025-05-18 19:00:00,2025-05-19 04:00:00,12,4,2,0,0,27883465
0,2,12926,1,201,221,2025-05-13 07:00:00,2025-05-13 11:00:00,21,1,3,0,0,26855733
1,2,12301,24,27,60,2025-05-13 04:00:00,2025-05-13 12:00:00,63,3,3,0,0,26095945
2,1,199,52,592,233,2025-05-14 21:00:00,2025-05-15 00:00:00,12,1,1,0,0,26903867
0,2,199,6,611,197,2025-05-12 07:00:00,2025-05-12 09:00:00,13,4,1,0,0,27898572
0,1,2,58,150,125,2025-05-02 18:00:00,2025-05-03 02:00:00,21,1,2,0,0,25453304
1,1,12956,4,863,232,2025-05-14 06:00:00,2025-05-14 14:00:00,63,4,2,0,0,26489078
0,3,186,29,666,115,2025-05-01 14:00:00,2025-05-01 17:00:00,0,4,1,0,0,27191634
2,2,12926,58,351,183,2025-05-11 07:00:00,2025-05-11 15:00:00,63,1,2,0,0,27732586
1,0,13933,55,1038,185,2025-05-08 03:00:00,2025-05-08 09:00:00,21,3,1,0,0,27883465
0,3,13933,1,1031,258,2025-05-10 01:00:00,2025-05-10 10:00:00,107,1,3,0,0,27750070
1,1,187,11,679,221,2025-05-06 16:00:00,2025-05-06 22:00:00,13,1,3,0,0,27891316
0,1,12587,52,561,197,2025-05-14 08:00:00,2025-05-14 16:00:00,0,3,3,0,0,26489078
0,0,187,55,328,66,2025-05-10 10:00:00,2025-05-10 12:00:00,12,3,2,0,0,26677496
0,1,186,9,284,123,2025-05-02 19:00:00,2025-05-02 20:00:00,109,1,3,0,0,27702518
2,2,25,7,89,202,2025-05-01 19:00:00,2025-05-01 21:00:00,13,4,2,0,0,26144109
2,3,25,0,565,189,2025-05-05 22:00:00,2025-05-06 02:00:00,15,1,3,0,0,25969696
1,1,13142,3,673,181,2025-05-10 17:00:00,2025-05-11 02:00:00,109,4,2,0,0,26162458
0,1,13142,0,892,267,2025-05-16 07:00:00,2025-05-16 14:00:00,12,3,2,0,0,26510273
0,0,236,62,924,209,2025-05-16 18:00:00,2025-05-17 03:00:00,63,3,1,0,0,27759203
2,2,13933,21,762,244,2025-05-18 08:00:00,2025-05-18 17:00:00,107,4,1,0,0,25384835
0,1,12587,54,799,129,2025-05-14 23:00:00,2025-05-15 08:00:00,63,1,1,0,0,26150425
2,0,2,0,0,227,2025-05-15 19:00:00,2025-05-16 03:00:00,107,3,2,0,0,25432463
0,1,199,39,705,229,2025-05-11 21:00:00,2025-05-12 03:00:00,108,4,1,0,0,26746011
1,0,186,60,576,227,2025-05-04 10:00:00,2025-05-04 17:00:00,108,4,1,0,0,27695167
0,0,12301,65,843,61,2025-05-02 06:00:00,2025-05-02 08:00:00,15,1,1,0,0,27840285
0,2,12306,37,917,221,2025-05-14 09:00:00,2025-05-14 10:00:00,108,4,2,0,0,27752846
2,1,13417,31,930,106,2025-05-12 09:00:00,2025-05-12 14:00:00,109,4,2,0,0,26638141
0,2,12545,46,251,209,2025-05-10 17:00:00,2025-05-11 01:00:00,109,1,1,0,0,25765945
0,0,63604,47,689,233,2025-05-02 03:00:00,2025-05-02 06:00:00,15,3,1,0,0,25928752
2,3,13142,12,49,257,2025-05-11 11:00:00,2025-05-11 18:00:00,15,3,2,0,0,27410074
1,1,12926,47,563,215,2025-05-14 11:00:00,2025-05-14 16:00:00,15,3,2,0,0,27695167
1,3,63604,29,789,60,2025-05-11 12:00:00,2025-05-11 20:00:00,12,4,1,0,0,26766784
2,1,327,30,446,209,2025-05-10 22:00:00,2025-05-11 04:00:00,21,4,1,0,0,27885981
2,2,186,21,916,257,2025-05-16 09:00:00,2025-05-16 15:00:00,0,1,1,0,0,27638177
2,2,4,33,881,97,2025-05-18 20:00:00,2025-05-19 03:00:00,15,4,2,0,0,27902565
2,2,12587,24,821,129,2025-05-14 01:00:00,2025-05-14 08:00:00,0,4,1,0,0,27907672
2,2,299,26,929,198,2025-05-08 06:00:00,2025-05-08 10:00:00,12,3,2,0,0,27635476
1,2,13987,40,869,101,2025-05-09 01:00:00,2025-05-09 09:00:00,21,4,3,0,0,27923957
1,3,25,30,553,227,2025-05-08 11:00:00,2025-05-08 17:00:00,15,4,1,0,0,27421222
2,2,12544,27,873,104,2025-05-18 11:00:00,2025-05-18 19:00:00,15,4,3,0,0,27686752
0,0,63604,56,672,104,2025-05-17 00:00:00,2025-05-17 07:00:00,15,1,2,0,0,27425946
2,0,12956,36,1038,267,2025-05-13 06:00:00,2025-05-13 07:00:00,109,4,3,0,0,27636908
0,3,12580,47,858,189,2025-05-09 22:00:00,2025-05-10 02:00:00,12,1,1,0,0,26944369
2,1,12301,56,159,115,2025-05-09 10:00:00,2025-05-09 17:00:00,0,3,3,0,0,25429731
2,0,13142,57,162,244,2025-05-11 09:00:00,2025-05-11 18:00:00,107,4,3,0,0,26233182
1,1,12301,65,898,145,2025-05-16 01:00:00,2025-05-16 03:00:00,107,1,3,0,0,26929299
0,3,14152,46,118,66,2025-05-11 16:00:00,2025-05-11 21:00:00,12,3,2,0,0,25880857
0,1,32,27,773,110,2025-05-04 02:00:00,2025-05-04 11:00:00,15,4,1,0,0,27736029
1,1,13933,60,622,123,2025-05-15 07:00:00,2025-05-15 16:00:00,107,1,2,0,0,26462299
1,1,12580,45,865,229,2025-05-09 09:00:00,2025-05-09 15:00:00,0,1,3,0,0,25606414
1,1,12956,64,332,192,2025-05-06 21:00:00,2025-05-07 04:00:00,107,3,3,0,0,27276204
1,3,63604,47,328,186,2025-05-09 13:00:00,2025-05-09 22:00:00,0,4,2,0,0,26580920
0,0,114,60,516,176,2025-05-09 06:00:00,2025-05-09 14:00:00,15,4,2,0,0,25516299
0,2,12544,5,1013,115,2025-05-17 22:00:00,2025-05-18 04:00:00,15,4,3,0,0,26966635
2,1,63604,8,81,204,2025-05-08 02:00:00,2025-05-08 08:00:00,108,1,1,0,0,25756139
2,0,12587,5,284,185,2025-05-17 21:00:00,2025-05-18 04:00:00,109,4,2,0,0,27898572
1,0,236,32,977,183,2025-05-14 03:00:00,2025-05-14 10:00:00,21,1,3,0,0,25332304
1,3,236,58,1048,134,2025-05-10 11:00:00,2025-05-10 13:00:00,21,1,3,0,0,25453304
1,0,12587,23,965,111,2025-05-18 02:00:00,2025-05-18 11:00:00,63,3,1,0,0,27741385
2,3,13142,47,375,238,2025-05-17 01:00:00,2025-05-17 05:00:00,109,1,3,0,0,26276201
2,1,12580,1,384,111,2025-05-18 14:00:00,2025-05-18 23:00:00,15,3,2,0,0,25669371
2,1,14102,34,666,167,2025-05-08 10:00:00,2025-05-08 13:00:00,21,3,3,0,0,27865114
2,2,186,66,505,238,2025-05-16 05:00:00,2025-05-16 10:00:00,0,4,3,0,0,26032824
2,2,13203,21,183,181,2025-05-12 10:00:00,2025-05-12 15:00:00,63,3,3,0,0,26006155
2,2,12305,43,943,49,2025-05-03 13:00:00,2025-05-03 20:00:00,107,4,3,0,0,27748060
2,0,12545,15,50,194,2025-05-14 14:00:00,2025-05-14 18:00:00,107,3,1,0,0,27059636
1,1,12545,65,177,223,2025-05-09 11:00:00,2025-05-09 15:00:00,63,1,2,0,0,27404820
1,3,13987,16,666,115,2025-05-16 06:00:00,2025-05-16 07:00:00,108,4,3,0,0,27851305
1,2,235,5,783,110,2025-05-06 12:00:00,2025-05-06 18:00:00,13,1,2,0,0,27735842
1,3,12587,66,832,196,2025-05-03 23:00:00,2025-05-04 03:00:00,0,4,1,0,0,27911131
2,3,12350,38,850,55,2025-05-04 05:00:00,2025-05-04 10:00:00,21,1,2,0,0,26269012
0,2,1,50,563,65,2025-05-08 20:00:00,2025-05-09 05:00:00,108,3,1,0,0,27702518
2,1,32,48,576,204,2025-05-15 19:00:00,2025-05-15 23:00:00,0,4,2,0,0,27690794
0,2,235,24,265,145,2025-05-03 22:00:00,2025-05-03 23:00:00,21,4,2,0,0,26640049
1,3,14102,30,873,101,2025-05-11 22:00:00,2025-05-12 07:00:00,15,4,3,0,0,26034966
2,2,12306,55,63,230,2025-05-13 17:00:00,2025-05-13 22:00:00,109,3,2,0,0,27126605
1,3,12580,48,545,167,2025-05-02 21:00:00,2025-05-03 04:00:00,15,1,3,0,0,26579190
2,3,236,60,201,1,2025-05-10 07:00:00,2025-05-10 10:00:00,107,3,3,0,0,26580920
1,2,12580,59,556,129,2025-05-14 15:00:00,2025-05-14 19:00:00,108,3,2,0,0,25941649
0,0,12544,43,931,225,2025-05-11 09:00:00,2025-05-11 18:00:00,63,3,3,0,0,26274730
0,2,187,26,351,225,2025-05-04 03:00:00,2025-05-04 04:00:00,15,1,2,0,0,26531408
0,0,12350,34,441,165,2025-05-04 01:00:00,2025-05-04 06:00:00,108,3,3,0,0,27705693
2,3,13552,39,986,104,2025-05-06 21:00:00,2025-05-07 05:00:00,12,4,3,0,0,27003453
0,3,13056,42,261,197,2025-05-04 00:00:00,2025-05-04 07:00:00,107,3,1,0,0,25308572
2,0,13056,20,618,186,2025-05-05 05:00:00,2025-05-05 09:00:00,21,1,1,0,0,27820697
0,3,12544,54,904,198,2025-05-04 21:00:00,2025-05-05 04:00:00,108,4,2,0,0,26701013
0,0,12926,56,25,209,2025-05-03 20:00:00,2025-05-03 21:00:00,0,1,3,0,0,27720800
2,0,13203,59,94,199,2025-05-03 16:00:00,2025-05-03 22:00:00,21,3,1,0,0,26840479
2,3,299,66,658,267,2025-05-09 00:00:00,2025-05-09 09:00:00,107,1,1,0,0,25500493
0,1,327,6,679,258,2025-05-03 13:00:00,2025-05-03 16:00:00,15,4,1,0,0,27421222
2,0,12956,38,911,265,2025-05-01 19:00:00,2025-05-01 23:00:00,12,1,3,0,0,25868833
0,2,12350,66,889,199,2025-05-11 00:00:00,2025-05-11 08:00:00,13,4,2,0,0,27703691
2,2,12956,60,894,128,2025-05-09 10:00:00,2025-05-09 15:00:00,21,4,3,0,0,26857916
1,3,13142,46,970,198,2025-05-18 01:00:00,2025-05-18 06:00:00,21,3,3,0,0,26477875
1,1,12956,15,471,176,2025-05-13 11:00:00,2025-05-13 12:00:00,63,3,1,0,0,26601323
1,3,299,41,293,162,2025-05-09 02:00:00,2025-05-09 08:00:00,15,4,3,0,0,26548746
1,1,12544,26,361,197,2025-05-03 13:00:00,2025-05-03 15:00:00,21,1,3,0,0,26232182
1,0,235,17,25,169,2025-05-05 10:00:00,2025-05-05 11:00:00,63,4,1,0,0,26538394
0,0,2,7,446,143,2025-05-06 04:00:00,2025-05-06 10:00:00,107,3,1,0,0,25643676
1,0,13987,9,1010,103,2025-05-13 12:00:00,2025-05-13 17:00:00,21,1,3,0,0,26684782
1,0,25,25,1037,219,2025-05-12 02:00:00,2025-05-12 07:00:00,12,4,1,0,0,25942879
1,2,14152,45,834,192,2025-05-09 09:00:00,2025-05-09 18:00:00,0,3,2,0,0,26079310
1,2,186,45,545,134,2025-05-07 17:00:00,2025-05-07 20:00:00,13,4,2,0,0,27421594
2,3,12305,30,308,206,2025-05-15 07:00:00,2025-05-15 08:00:00,107,4,2,0,0,26003290
0,1,12926,10,855,225,2025-05-13 13:00:00,2025-05-13 21:00:00,15,4,2,0,0,27731128
1,0,114,12,644,258,2025-05-05 15:00:00,2025-05-05 20:00:00,15,1,2,0,0,25740788
1,0,12545,62,47,104,2025-05-15 00:00:00,2025-05-15 05:00:00,15,3,1,0,0,27780304
1,1,13552,6,103,134,2025-05-02 07:00:00,2025-05-02 15:00:00,12,3,1,0,0,27185332
0,1,12587,57,162,205,2025-05-05 01:00:00,2025-05-05 09:00:00,107,4,2,0,0,27684062
2,3,14102,8,711,201,2025-05-11 06:00:00,2025-05-11 08:00:00,21,4,2,0,0,27126605
0,1,32,1,25,219,2025-05-11 20:00:00,2025-05-11 23:00:00,12,4,2,0,0,27565066
2,0,13987,14,923,97,2025-05-08 22:00:00,2025-05-08 23:00:00,63,1,1,0,0,26811048
1,0,13417,59,161,60,2025-05-02 04:00:00,2025-05-02 07:00:00,15,3,1,0,0,26033603
1,0,12956,51,545,181,2025-05-02 23:00:00,2025-05-03 03:00:00,63,4,3,0,0,27796588
0,0,12350,36,1013,65,2025-05-11 09:00:00,2025-05-11 16:00:00,13,3,3,0,0,27963307
0,0,13142,57,465,189,2025-05-10 09:00:00,2025-05-10 18:00:00,21,4,3,0,0,26767616
2,3,12956,10,782,215,2025-05-12 07:00:00,2025-05-12 12:00:00,21,3,3,0,0,27424651
2,0,235,12,63,49,2025-05-07 08:00:00,2025-05-07 09:00:00,108,4,1,0,0,26766784
0,3,235,4,799,183,2025-05-14 15:00:00,2025-05-14 17:00:00,12,1,1,0,0,27843743
2,0,187,50,1014,193,2025-05-12 20:00:00,2025-05-12 22:00:00,12,4,1,0,0,27804237
0,2,63604,33,663,162,2025-05-08 11:00:00,2025-05-08 20:00:00,109,4,1,0,0,26462299
2,2,12307,58,780,258,2025-05-13 13:00:00,2025-05-13 20:00:00,13,4,2,0,0,25756214
0,2,12301,65,931,215,2025-05-07 08:00:00,2025-05-07 10:00:00,15,4,3,0,0,25552631
0,2,235,31,379,199,2025-05-10 17:00:00,2025-05-10 18:00:00,108,4,1,0,0,26529245
0,3,12305,42,881,134,2025-05-01 22:00:00,2025-05-02 03:00:00,63,3,1,0,0,26132147
2,3,13552,54,565,238,2025-05-18 09:00:00,2025-05-18 10:00:00,21,3,3,0,0,25617936
2,1,13142,15,931,163,2025-05-04 21:00:00,2025-05-05 06:00:00,109,1,1,0,0,27968483
2,0,12544,40,1050,115,2025-05-16 09:00:00,2025-05-16 12:00:00,109,4,2,0,0,27361812
0,2,299,47,1044,55,2025-05-11 04:00:00,2025-05-11 06:00:00,13,3,1,0,0,27962045
2,3,13142,51,25,183,2025-05-13 01:00:00,2025-05-13 07:00:00,0,3,3,0,0,26638141
2,0,236,36,136,115,2025-05-07 15:00:00,2025-05-07 18:00:00,21,4,2,0,0,25762332
0,0,13142,16,592,176,2025-05-16 12:00:00,2025-05-16 17:00:00,12,4,2,0,0,25323509
1,3,4,40,657,183,2025-05-12 20:00:00,2025-05-13 04:00:00,63,1,3,0,0,27431617
0,2,4,28,673,145,2025-05-01 08:00:00,2025-05-01 10:00:00,15,1,3,0,0,25878160
2,1,25,16,317,49,2025-05-08 16:00:00,2025-05-08 21:00:00,15,3,2,0,0,27891661
0,0,14152,11,949,66,2025-05-13 06:00:00,2025-05-13 14:00:00,0,1,1,0,0,25452535
1,1,187,8,446,163,2025-05-06 14:00:00,2025-05-06 15:00:00,13,3,3,0,0,25459653
0,2,186,63,781,186,2025-05-05 13:00:00,2025-05-05 17:00:00,15,1,2,0,0,25949711
2,2,13552,47,850,205,2025-05-03 20:00:00,2025-05-04 01:00:00,108,4,3,0,0,27776414
1,1,13417,56,781,201,2025-05-06 15:00:00,2025-05-06 18:00:00,15,1,1,0,0,26031784
2,2,235,39,762,162,2025-05-04 23:00:00,2025-05-05 01:00:00,107,3,1,0,0,27937941
1,0,13203,61,940,219,2025-05-05 22:00:00,2025-05-06 01:00:00,108,1,2,0,0,26682166
1,1,13056,16,789,232,2025-05-16 13:00:00,2025-05-16 18:00:00,63,3,1,0,0,26463890
0,2,12301,27,917,215,2025-05-12 09:00:00,2025-05-12 16:00:00,15,3,1,0,0,26919026
0,1,235,38,894,196,2025-05-15 21:00:00,2025-05-15 23:00:00,12,1,1,0,0,27814135
2,0,12926,3,928,209,2025-05-16 05:00:00,2025-05-16 12:00:00,108,1,3,0,0,27126314
0,2,2,45,672,185,2025-05-15 01:00:00,2025-05-15 07:00:00,109,3,2,0,0,27877313
0,0,119,10,631,189,2025-05-08 08:00:00,2025-05-08 15:00:00,107,4,2,0,0,26455054
1,2,12301,63,556,238,2025-05-16 00:00:00,2025-05-16 07:00:00,107,1,2,0,0,27469314
0,3,14102,30,505,230,2025-05-10 20:00:00,2025-05-11 05:00:00,63,3,1,0,0,27846282
1,2,13203,65,780,111,2025-05-12 07:00:00,2025-05-12 14:00:00,108,4,3,0,0,25741466
1,1,12306,25,418,1,2025-05-12 12:00:00,2025-05-12 18:00:00,12,3,2,0,0,26627372
1,2,12307,39,631,117,2025-05-06 17:00:00,2025-05-07 01:00:00,0,1,3,0,0,27817026
2,0,13552,61,149,223,2025-05-16 01:00:00,2025-05-16 08:00:00,12,3,2,0,0,26196773
2,0,1,0,65,185,2025-05-06 11:00:00,2025-05-06 17:00:00,15,3,1,0,0,27553799
2,2,12544,30,34,65,2025-05-02 19:00:00,2025-05-02 23:00:00,21,3,2,0,0,27966235
1,1,13552,29,171,198,2025-05-06 02:00:00,2025-05-06 09:00:00,63,1,2,0,0,26581728
2,3,13203,58,657,225,2025-05-06 15:00:00,2025-05-06 23:00:00,21,4,1,0,0,27473674
2,1,13417,39,831,1,2025-05-16 06:00:00,2025-05-16 14:00:00,108,4,1,0,0,25557351
0,3,63604,31,789,66,2025-05-16 12:00:00,2025-05-16 16:00:00,0,4,2,0,0,27839564
2,0,12956,50,363,66,2025-05-06 05:00:00,2025-05-06 14:00:00,107,4,3,0,0,27949870
2,1,13552,60,632,197,2025-05-12 10:00:00,2025-05-12 13:00:00,107,1,1,0,0,27003453
1,3,12956,18,177,123,2025-05-03 15:00:00,2025-05-04 00:00:00,109,3,2,0,0,27879196
1,2,327,25,1060,265,2025-05-13 07:00:00,2025-05-13 10:00:00,12,4,1,0,0,26907460
1,0,14102,6,1013,169,2025-05-10 15:00:00,2025-05-10 22:00:00,12,4,3,0,0,27711339
1,2,14152,45,765,143,2025-05-03 02:00:00,2025-05-03 06:00:00,12,1,2,0,0,27664169
1,0,187,39,364,166,2025-05-06 16:00:00,2025-05-06 21:00:00,15,3,2,0,0,27492678
1,1,12307,36,954,257,2025-05-07 13:00:00,2025-05-07 16:00:00,63,3,3,0,0,26451166
2,1,4,59,239,203,2025-05-03 07:00:00,2025-05-03 09:00:00,21,4,3,0,0,27834860
1,0,12580,36,1010,204,2025-05-04 08:00:00,2025-05-04 16:00:00,15,4,2,0,0,25865600
1,0,119,8,632,106,2025-05-10 15:00:00,2025-05-10 22:00:00,0,3,3,0,0,25765945
0,0,32,22,973,181,2025-05-18 19:00:00,2025-05-19 02:00:00,0,1,3,0,0,27292598
2,1,13417,12,679,192,2025-05-17 14:00:00,2025-05-17 22:00:00,0,3,2,0,0,26531408
2,3,12545,21,510,49,2025-05-14 13:00:00,2025-05-14 14:00:00,107,3,1,0,0,25441905
2,2,12587,3,845,103,2025-05-06 07:00:00,2025-05-06 15:00:00,107,4,3,0,0,25494121
1,2,114,31,462,82,2025-05-06 05:00:00,2025-05-06 10:00:00,63,1,1,0,0,26971718
1,1,12587,11,1056,225,2025-05-14 04:00:00,2025-05-14 12:00:00,0,1,1,0,0,26395078
1,2,2,27,510,143,2025-05-04 07:00:00,2025-05-04 16:00:00,108,1,1,0,0,26411572
0,0,187,60,81,163,2025-05-16 16:00:00,2025-05-16 18:00:00,108,4,3,0,0,25646197
1,3,114,54,561,230,2025-05-15 20:00:00,2025-05-15 23:00:00,109,1,2,0,0,27848676
0,2,12308,17,899,227,2025-05-17 22:00:00,2025-05-18 04:00:00,15,1,2,0,0,27949870
2,3,236,6,465,215,2025-05-14 20:00:00,2025-05-15 05:00:00,21,4,2,0,0,27694936
1,0,12308,35,881,82,2025-05-08 06:00:00,2025-05-08 14:00:00,107,3,2,0,0,27867152
0,2,114,1,150,238,2025-05-07 00:00:00,2025-05-07 06:00:00,21,1,2,0,0,27191634
0,1,13056,62,663,225,2025-05-06 05:00:00,2025-05-06 10:00:00,13,3,2,0,0,26966635
1,3,12306,59,162,163,2025-05-08 13:00:00,2025-05-08 16:00:00,63,1,1,0,0,27054195
2,0,12544,37,481,197,2025-05-10 02:00:00,2025-05-10 06:00:00,63,3,1,0,0,26640269
2,3,14102,58,832,265,2025-05-12 13:00:00,2025-05-12 20:00:00,0,3,1,0,0,26034439
2,2,1,54,621,161,2025-05-04 10:00:00,2025-05-04 17:00:00,108,4,3,0,0,26150425
0,2,186,36,622,209,2025-05-18 14:00:00,2025-05-18 17:00:00,0,4,3,0,0,27230653
0,1,13056,29,361,103,2025-05-06 20:00:00,2025-05-07 00:00:00,21,1,3,0,0,26769587
0,0,12587,14,702,204,2025-05-14 21:00:00,2025-05-15 00:00:00,108,1,2,0,0,27769107
0,0,14102,13,858,199,2025-05-04 22:00:00,2025-05-05 00:00:00,0,4,1,0,0,27724533
2,1,12306,58,865,65,2025-05-16 04:00:00,2025-05-16 10:00:00,21,1,3,0,0,27858288
1,1,13987,34,149,128,2025-05-09 01:00:00,2025-05-09 08:00:00,13,1,1,0,0,27271986
