alarm_description,Severity,Alarm ID,Alarm Source,Location Info,Other Information,Last Occurred (ST),Acknowledged On (ST),Fiber/Cable Name,Cleared By,Acknowledged By,Clearance Status,Acknowledgement Status,Alarm Serial Number
0,1,13539,31,287,75,2025-02-15 10:43:32,2025-02-15 10:49:30,15,2,2,0,0,30647883
0,1,12350,64,287,107,2025-02-08 04:15:21,2025-02-08 04:20:39,18,1,1,1,0,30671216
1,0,12956,62,34,131,2025-04-03 04:54:09,2025-04-03 05:43:27,39,2,2,0,1,30846008
1,2,12587,28,736,85,2025-03-18 19:58:28,2025-03-18 20:30:42,22,2,0,1,1,30998424
2,3,63629,39,585,32,2025-02-08 16:57:42,2025-02-08 17:13:56,72,0,2,1,0,30845910
0,0,13412,32,537,29,2025-04-12 12:28:31,2025-04-12 13:04:58,14,2,0,0,1,30328372
2,0,63629,41,26,216,2025-02-12 05:59:20,2025-02-12 06:01:00,16,2,1,0,1,30662526
2,1,327,61,563,262,2025-03-24 16:12:19,2025-03-24 16:47:44,76,3,0,0,1,30627901
0,2,13933,26,606,188,2025-03-01 13:38:49,2025-03-01 14:08:23,89,0,2,1,1,30710827
1,2,12926,38,4,140,2025-04-13 00:29:04,2025-04-13 01:19:15,52,0,2,1,1,30049905
2,1,236,1,571,165,2025-03-04 21:57:39,2025-03-04 22:39:42,35,2,0,1,1,30047145
2,2,13933,44,1054,137,2025-03-26 12:03:06,2025-03-26 12:32:25,40,1,1,0,1,30283535
2,2,63604,6,256,19,2025-02-16 08:08:38,2025-02-16 08:16:24,28,0,1,0,0,30649067
2,0,185,9,389,172,2025-02-01 04:34:13,2025-02-01 05:03:35,25,0,2,1,0,30439176
2,2,12545,22,370,92,2025-04-17 03:47:01,2025-04-17 04:12:34,3,4,1,0,1,30426596
1,1,103300,16,744,227,2025-01-31 08:29:02,2025-01-31 08:39:40,11,0,3,1,1,30570890
2,3,324,40,888,133,2025-02-16 06:44:50,2025-02-16 07:06:51,42,0,0,1,1,30978025
0,2,13552,31,874,93,2025-03-29 05:36:48,2025-03-29 05:56:23,5,1,2,1,0,30517351
0,3,13203,35,456,236,2025-03-29 09:42:31,2025-03-29 09:45:00,8,4,1,0,0,30941822
2,0,12307,59,881,123,2025-03-30 13:24:51,2025-03-30 13:30:52,53,2,2,1,0,30909928
1,1,13142,0,720,203,2025-04-03 05:06:01,2025-04-03 05:11:12,109,0,1,0,1,30364990
0,1,12307,52,539,111,2025-04-19 16:50:37,2025-04-19 17:20:56,45,2,2,0,0,30579208
2,3,12587,11,703,249,2025-03-04 19:26:24,2025-03-04 19:51:15,87,0,2,0,0,30511198
0,1,13987,35,383,211,2025-02-06 20:43:38,2025-02-06 21:20:30,86,3,1,1,1,30467661
2,3,12544,54,209,263,2025-03-09 11:08:21,2025-03-09 11:37:12,29,1,0,0,0,30863560
2,0,335,56,667,181,2025-02-24 01:07:14,2025-02-24 01:27:52,61,3,1,1,0,30820196
0,3,103300,2,960,260,2025-03-07 08:52:48,2025-03-07 09:49:03,86,3,0,0,0,30559730
1,2,25,54,118,247,2025-03-12 18:25:08,2025-03-12 19:14:07,47,4,3,0,1,30821110
2,2,1,37,521,95,2025-04-18 05:34:52,2025-04-18 06:28:37,58,2,2,1,1,30045184
1,0,14303,32,667,75,2025-02-09 12:23:10,2025-02-09 13:07:40,13,3,3,1,0,30108973
2,0,14451,16,499,212,2025-01-25 04:08:14,2025-01-25 04:53:42,70,0,3,1,0,30267179
2,2,114,0,598,157,2025-02-23 20:05:00,2025-02-23 21:00:39,100,0,2,1,0,30463782
1,0,13987,29,810,80,2025-03-16 06:53:09,2025-03-16 07:36:03,7,3,3,1,1,30556007
2,2,12350,6,27,184,2025-02-10 20:57:35,2025-02-10 21:27:23,91,1,3,0,1,30750161
0,3,50,40,924,164,2025-04-19 00:10:17,2025-04-19 00:12:04,92,1,1,1,0,30499447
0,1,12350,1,887,233,2025-03-12 23:53:11,2025-03-13 00:32:12,25,4,0,1,1,30994717
1,2,12587,23,913,165,2025-03-22 00:06:39,2025-03-22 00:53:37,75,0,1,0,0,30181737
1,1,12307,30,162,202,2025-01-27 17:25:05,2025-01-27 17:49:23,62,2,0,0,1,30825010
1,3,12926,63,371,10,2025-02-21 04:23:51,2025-02-21 05:13:41,30,0,1,1,1,30059926
2,3,299,19,47,37,2025-02-25 22:39:58,2025-02-25 22:43:56,17,0,0,1,1,30216708
2,2,12862,12,849,246,2025-03-05 05:43:00,2025-03-05 06:01:13,15,3,3,0,1,30119264
0,2,638,60,243,107,2025-02-03 08:45:26,2025-02-03 09:39:56,84,1,1,0,1,30437943
2,0,631,52,806,134,2025-03-02 10:53:41,2025-03-02 11:08:08,81,1,2,1,0,30956639
0,3,236,32,385,212,2025-04-03 22:05:34,2025-04-03 22:29:31,26,1,3,0,0,30664288
0,3,125,16,635,90,2025-02-23 00:30:19,2025-02-23 00:47:22,3,2,1,0,0,30189586
2,1,13552,36,646,42,2025-03-26 10:14:10,2025-03-26 10:17:11,111,1,3,1,1,30453503
1,1,12871,18,108,142,2025-03-02 07:16:09,2025-03-02 08:14:16,23,1,1,1,0,30027252
1,0,13056,22,1077,36,2025-03-17 05:07:33,2025-03-17 05:55:49,75,3,1,0,0,30284684
1,3,13552,26,507,93,2025-04-01 15:10:33,2025-04-01 15:28:31,1,1,2,1,1,30785019
2,1,12545,62,115,71,2025-03-25 16:31:28,2025-03-25 17:03:18,74,4,0,0,1,30609413
0,2,193,49,273,74,2025-03-15 01:49:26,2025-03-15 01:53:43,23,0,2,1,1,30001756
0,2,63629,4,130,234,2025-04-12 22:07:14,2025-04-12 22:17:34,102,1,3,0,0,30883289
1,1,12862,13,1075,120,2025-04-14 23:10:48,2025-04-14 23:54:11,44,1,0,1,0,30170659
0,1,333,2,783,12,2025-04-09 08:13:47,2025-04-09 08:40:14,44,4,0,0,1,30646151
1,3,12587,63,163,102,2025-03-14 15:31:51,2025-03-14 15:48:51,7,0,1,0,1,30100666
1,1,185,53,154,4,2025-02-22 07:51:17,2025-02-22 08:37:27,105,4,1,1,0,30880800
0,2,14102,26,577,145,2025-03-14 01:35:58,2025-03-14 01:40:26,89,4,2,0,1,30456776
2,3,193,51,890,251,2025-03-07 15:18:12,2025-03-07 15:46:31,81,1,2,0,0,30162018
0,3,13142,49,536,124,2025-03-22 15:23:28,2025-03-22 15:35:05,7,2,1,1,0,30054843
1,3,1,18,267,267,2025-03-10 12:22:42,2025-03-10 13:08:52,59,2,2,0,1,30299115
0,3,12305,64,674,175,2025-03-11 12:00:45,2025-03-11 12:11:27,51,3,3,0,0,30833169
0,3,199,11,695,36,2025-04-16 15:59:36,2025-04-16 16:15:49,41,1,1,0,0,30152042
2,1,13552,47,917,62,2025-04-07 09:34:33,2025-04-07 09:40:52,66,4,3,0,0,30228044
2,2,13552,1,834,244,2025-02-11 06:51:55,2025-02-11 07:15:28,97,4,0,1,0,30423425
2,3,63604,63,349,7,2025-03-10 06:46:38,2025-03-10 07:35:16,95,2,2,0,0,30085570
0,2,13504,54,679,88,2025-02-11 08:35:50,2025-02-11 09:13:59,11,1,2,1,1,30843489
1,3,12843,24,642,79,2025-03-24 16:46:58,2025-03-24 17:08:23,89,4,0,0,0,30439347
1,1,31,40,803,99,2025-02-26 21:38:43,2025-02-26 21:56:00,1,4,3,0,1,30018124
1,1,12862,50,287,91,2025-01-26 06:10:42,2025-01-26 06:35:53,37,3,0,1,0,30803242
2,2,2,16,250,88,2025-04-18 07:09:28,2025-04-18 07:34:04,36,0,3,0,0,30500140
2,1,114,8,796,242,2025-03-17 20:24:31,2025-03-17 21:04:09,32,2,3,1,1,30275555
2,2,13669,63,264,212,2025-02-25 13:47:13,2025-02-25 14:17:03,98,1,3,1,0,30217040
1,1,103300,47,704,131,2025-03-12 16:25:49,2025-03-12 16:55:02,28,3,1,1,0,30521068
2,1,13933,34,475,81,2025-03-19 22:02:30,2025-03-19 22:10:54,5,4,3,0,1,30602097
0,3,193,56,224,77,2025-03-17 08:07:15,2025-03-17 09:03:21,39,3,2,0,0,30230354
2,1,13417,3,818,199,2025-02-10 23:37:04,2025-02-11 00:11:29,57,3,1,0,0,30426573
1,1,13539,46,75,163,2025-03-27 07:13:17,2025-03-27 07:21:34,37,2,3,0,1,30651786
1,2,13539,48,407,45,2025-04-16 13:29:04,2025-04-16 13:40:03,59,3,0,0,1,30899437
2,3,13933,23,366,145,2025-03-22 06:43:19,2025-03-22 07:27:04,4,1,3,0,1,30849048
2,2,13504,46,850,16,2025-04-17 14:06:30,2025-04-17 14:49:36,108,2,0,1,1,30088758
2,0,14451,57,631,96,2025-04-06 11:02:39,2025-04-06 11:24:51,36,2,2,1,1,30523417
0,2,327,27,61,149,2025-02-03 12:55:02,2025-02-03 13:44:21,83,0,1,1,1,30000108
2,2,1,14,207,160,2025-02-28 20:08:34,2025-02-28 20:10:26,103,4,0,0,0,30789596
1,2,14451,53,2,191,2025-01-29 04:44:48,2025-01-29 05:06:19,76,0,3,1,0,30183992
2,1,13539,37,364,260,2025-03-17 00:20:04,2025-03-17 00:44:38,26,2,1,0,0,30838530
0,2,30,22,850,115,2025-01-26 12:50:21,2025-01-26 13:12:13,0,3,1,1,1,30742677
1,1,13987,52,518,201,2025-03-28 11:22:39,2025-03-28 12:04:43,31,2,3,1,0,30565525
2,0,187,45,446,60,2025-03-11 12:06:58,2025-03-11 12:19:03,100,3,3,1,0,30613492
0,0,186,28,511,203,2025-03-26 20:05:33,2025-03-26 20:08:32,102,0,2,1,0,30782790
2,2,12301,62,432,228,2025-04-17 10:48:28,2025-04-17 11:20:22,101,3,0,0,1,30610232
1,1,235,53,464,231,2025-03-03 10:23:23,2025-03-03 10:58:03,104,0,3,0,0,30562474
2,0,12788,12,1020,85,2025-03-06 06:38:34,2025-03-06 07:38:30,30,4,2,0,1,30300137
2,3,13142,11,679,108,2025-02-06 03:33:08,2025-02-06 03:42:41,18,2,1,0,1,30754902
0,3,50,29,477,87,2025-03-10 20:29:48,2025-03-10 20:46:58,12,3,1,1,1,30431913
2,3,13504,40,562,25,2025-03-23 14:25:33,2025-03-23 15:16:51,95,1,1,1,1,30308777
0,3,125,35,305,256,2025-04-06 03:01:26,2025-04-06 03:43:11,10,1,0,0,0,30688639
0,3,50,3,713,253,2025-02-21 12:37:06,2025-02-21 13:28:26,22,2,0,1,0,30009978
1,1,2,57,588,165,2025-02-22 19:13:58,2025-02-22 20:06:47,99,0,2,0,0,30711706
1,1,186,48,280,93,2025-04-11 08:08:10,2025-04-11 08:22:08,15,2,1,0,0,30952901
1,1,13987,40,14,86,2025-02-22 02:32:59,2025-02-22 02:38:24,87,1,2,1,1,30388682
2,0,13142,40,142,107,2025-02-12 18:28:08,2025-02-12 19:20:01,101,4,1,1,1,30610869
1,2,299,7,201,188,2025-04-06 21:33:19,2025-04-06 21:52:40,40,2,0,0,1,30644987
1,3,103300,23,860,160,2025-02-18 23:15:44,2025-02-18 23:28:32,92,3,1,1,0,30533719
2,3,240,51,942,197,2025-02-21 00:44:41,2025-02-21 01:42:41,23,1,3,0,1,30050630
1,1,2,60,596,126,2025-04-01 21:25:40,2025-04-01 21:35:42,31,0,1,1,0,30838001
0,0,119,65,615,178,2025-02-06 17:32:25,2025-02-06 18:23:28,48,3,2,0,1,30157978
2,2,12308,52,365,48,2025-02-25 00:08:40,2025-02-25 00:28:58,24,1,2,0,1,30467423
1,2,12301,63,1,135,2025-02-07 05:38:25,2025-02-07 05:49:29,80,1,2,0,0,30267037
0,0,119,29,806,108,2025-03-21 15:21:45,2025-03-21 15:26:18,42,1,2,0,1,30027099
2,3,12843,12,99,74,2025-03-07 04:32:35,2025-03-07 04:49:54,11,3,0,1,0,30895105
2,3,193,38,386,209,2025-03-22 21:16:00,2025-03-22 21:49:42,9,3,0,0,1,30939709
2,3,327,59,385,216,2025-04-12 18:39:07,2025-04-12 19:38:27,42,3,3,0,0,30937381
2,0,199,52,919,115,2025-02-10 21:35:35,2025-02-10 22:06:25,76,1,0,1,1,30035201
0,2,50,60,927,115,2025-04-04 23:37:53,2025-04-05 00:23:41,106,3,3,1,1,30730161
0,3,13142,56,1022,254,2025-03-13 14:19:53,2025-03-13 15:19:00,61,0,0,1,0,30492526
2,1,63604,6,1070,142,2025-02-27 11:33:36,2025-02-27 12:19:01,8,0,0,0,0,30974180
1,0,327,16,998,244,2025-02-07 07:10:04,2025-02-07 07:50:58,86,4,2,0,0,30811333
2,3,13669,48,725,226,2025-03-12 21:02:40,2025-03-12 22:00:23,71,2,1,0,0,30706440
0,0,235,0,1023,182,2025-02-25 08:55:05,2025-02-25 09:02:50,100,2,2,0,1,30186258
2,3,50,62,425,129,2025-03-02 16:09:13,2025-03-02 16:31:02,13,2,0,0,0,30615044
2,2,13552,10,455,131,2025-03-20 00:04:14,2025-03-20 01:01:17,60,0,1,0,0,30543110
2,1,2,6,147,78,2025-02-26 11:29:04,2025-02-26 12:26:16,32,4,1,0,1,30223916
2,3,13987,27,35,232,2025-02-17 21:19:08,2025-02-17 21:40:40,54,1,2,1,0,30238342
1,0,12305,33,640,99,2025-02-23 19:44:07,2025-02-23 20:28:54,17,0,1,0,1,30003353
1,2,12544,57,636,233,2025-02-13 15:36:39,2025-02-13 15:48:11,87,3,0,0,0,30222755
2,3,299,40,651,46,2025-04-11 21:20:20,2025-04-11 21:31:23,7,4,1,1,1,30256342
1,2,12350,12,159,0,2025-04-12 21:46:51,2025-04-12 22:15:10,10,1,1,1,0,30712183
2,0,30,9,1057,200,2025-01-25 12:12:56,2025-01-25 12:33:18,83,3,3,0,1,30523858
0,1,13964,25,640,11,2025-02-18 06:06:35,2025-02-18 06:14:47,98,4,0,1,1,30266692
1,0,12788,25,311,64,2025-03-15 17:01:06,2025-03-15 17:02:57,75,1,2,1,1,30210572
0,3,13504,60,689,177,2025-04-04 15:08:49,2025-04-04 15:51:51,100,3,1,0,1,30416526
1,3,187,47,1037,78,2025-01-30 20:40:31,2025-01-30 21:09:55,42,4,3,0,0,30144346
0,1,12336,10,214,145,2025-02-05 22:52:16,2025-02-05 23:25:28,57,0,3,0,0,30601066
1,3,14102,23,1063,137,2025-02-21 13:32:04,2025-02-21 13:54:20,58,4,1,0,0,30613957
1,3,100,0,819,144,2025-02-13 07:37:30,2025-02-13 08:34:24,64,2,3,1,1,30467350
1,2,100,26,34,66,2025-02-13 05:05:57,2025-02-13 05:19:06,80,1,0,1,0,30884293
2,1,186,20,289,91,2025-03-30 07:37:12,2025-03-30 08:35:13,49,0,1,1,1,30768254
0,0,14152,58,874,175,2025-04-16 01:36:18,2025-04-16 01:52:49,109,0,1,0,1,30391172
0,1,13504,27,295,132,2025-02-24 00:14:15,2025-02-24 00:41:30,51,2,1,1,1,30204580
1,1,12871,25,200,54,2025-02-06 09:39:40,2025-02-06 10:05:06,76,1,2,1,1,30180758
0,0,12350,45,846,252,2025-03-14 09:01:34,2025-03-14 09:46:27,108,4,3,0,1,30996824
0,1,13669,41,669,140,2025-01-28 21:05:07,2025-01-28 21:39:33,48,3,0,0,1,30540120
0,1,14152,0,849,110,2025-03-16 07:03:15,2025-03-16 07:45:26,98,2,1,0,1,30540188
2,1,625,30,915,110,2025-04-07 05:49:55,2025-04-07 06:40:06,102,0,0,1,0,30266749
0,2,103300,3,619,76,2025-04-01 14:07:32,2025-04-01 14:25:32,89,1,3,1,1,30396604
1,3,187,51,310,175,2025-03-05 13:11:58,2025-03-05 13:49:15,57,2,2,1,1,30941747
0,2,13933,52,806,58,2025-02-14 07:11:03,2025-02-14 07:40:37,39,0,1,0,1,30129813
2,3,12336,23,967,214,2025-04-10 10:47:13,2025-04-10 10:55:56,14,2,1,1,1,30306543
1,1,63604,12,54,215,2025-02-13 07:07:03,2025-02-13 07:42:09,80,0,3,0,1,30477074
1,1,50,13,994,73,2025-03-06 08:57:53,2025-03-06 09:27:31,7,1,0,0,0,30121563
2,2,13056,46,256,15,2025-02-11 12:37:23,2025-02-11 13:27:52,29,3,1,0,1,30366219
0,3,50,58,164,67,2025-03-19 01:14:06,2025-03-19 01:22:36,72,3,2,1,1,30159630
1,0,125,45,138,246,2025-01-30 08:30:32,2025-01-30 09:26:34,56,1,3,1,1,30048652
1,1,193,22,99,72,2025-04-07 07:39:25,2025-04-07 08:18:36,91,0,1,1,1,30455283
0,2,327,0,897,254,2025-02-17 22:44:03,2025-02-17 22:45:31,25,1,1,1,0,30822405
0,2,2,0,675,24,2025-04-07 08:09:44,2025-04-07 08:18:00,37,4,2,0,1,30995927
2,0,13552,52,60,261,2025-01-29 08:33:42,2025-01-29 08:50:43,0,2,3,0,0,30400539
1,3,12541,9,562,139,2025-02-18 03:19:14,2025-02-18 03:21:27,13,1,0,0,0,30171457
1,3,625,57,346,21,2025-02-20 12:42:17,2025-02-20 13:37:22,49,1,0,0,0,30033082
0,3,240,14,719,255,2025-03-15 02:01:52,2025-03-15 02:41:50,49,3,1,1,0,30054151
0,2,119,36,54,105,2025-01-29 00:35:15,2025-01-29 01:28:19,5,1,0,0,1,30282807
2,3,12305,20,377,195,2025-02-05 08:40:51,2025-02-05 09:20:21,33,0,1,0,0,30950538
1,3,12545,11,746,17,2025-03-01 12:42:34,2025-03-01 12:51:15,71,3,1,1,1,30180334
2,0,12305,53,671,126,2025-03-10 02:18:46,2025-03-10 03:17:46,56,0,2,1,1,30468072
1,2,13987,43,810,53,2025-03-30 13:54:03,2025-03-30 14:12:51,22,2,2,0,1,30062116
1,1,12843,26,671,100,2025-02-12 15:43:08,2025-02-12 16:04:55,33,1,3,1,0,30320079
1,1,125,15,577,246,2025-04-08 16:35:24,2025-04-08 16:50:45,50,1,1,1,0,30530479
0,1,631,35,534,146,2025-03-28 03:25:48,2025-03-28 04:06:13,49,1,3,1,1,30701418
1,0,12336,1,359,62,2025-04-16 03:05:22,2025-04-16 03:30:40,87,4,0,1,0,30428477
0,0,185,31,168,84,2025-01-25 18:55:22,2025-01-25 19:06:04,105,1,1,1,1,30818646
1,2,100,4,688,166,2025-02-27 12:56:47,2025-02-27 13:45:38,42,4,3,1,0,30566452
1,2,199,24,37,163,2025-02-08 17:06:17,2025-02-08 17:56:07,110,1,0,0,1,30691168
1,0,125,1,668,260,2025-02-23 08:46:02,2025-02-23 08:56:23,68,3,2,1,0,30623538
1,0,8,47,313,199,2025-04-07 06:06:37,2025-04-07 06:11:07,58,4,2,0,0,30655836
1,0,298,16,629,122,2025-02-18 21:34:10,2025-02-18 21:37:22,11,1,1,1,1,30268533
2,1,13669,43,745,242,2025-02-17 07:37:52,2025-02-17 08:35:24,91,1,3,1,1,30390457
1,1,63604,9,622,4,2025-03-31 20:05:31,2025-03-31 20:43:53,29,4,0,0,0,30946128
0,3,187,42,200,165,2025-03-14 14:10:40,2025-03-14 15:07:25,25,1,1,0,0,30483053
0,2,12308,27,670,81,2025-02-14 07:14:45,2025-02-14 07:48:02,84,4,0,0,1,30996292
1,2,32,53,169,239,2025-02-03 12:14:03,2025-02-03 13:03:51,94,1,0,0,0,30216073
1,0,186,20,211,19,2025-02-13 07:21:20,2025-02-13 08:08:01,111,3,0,1,1,30316596
1,2,186,41,385,55,2025-03-30 23:39:37,2025-03-30 23:41:53,38,1,0,1,0,30184016
0,1,12308,37,462,246,2025-03-16 02:26:45,2025-03-16 02:29:44,3,2,0,1,0,30825962
0,0,13412,66,376,235,2025-04-06 02:40:13,2025-04-06 03:04:42,11,4,2,0,0,30094788
1,0,119,47,1075,116,2025-03-18 11:43:38,2025-03-18 12:35:21,85,2,0,0,0,30064441
0,3,12541,13,233,181,2025-04-02 14:41:35,2025-04-02 15:15:28,84,2,1,0,0,30271617
1,3,12862,0,341,94,2025-02-05 19:58:59,2025-02-05 20:08:27,10,2,2,1,0,30466160
0,1,193,30,783,184,2025-02-08 17:19:32,2025-02-08 17:33:00,68,1,1,1,1,30866746
0,0,13539,3,333,7,2025-03-30 07:45:47,2025-03-30 08:36:46,98,2,0,0,1,30950516
1,1,63604,16,907,127,2025-03-27 05:29:15,2025-03-27 05:53:44,15,1,2,0,0,30875807
2,0,13504,17,223,49,2025-02-05 04:31:26,2025-02-05 05:19:24,65,4,2,1,0,30387259
1,3,12301,40,1039,59,2025-04-12 10:26:24,2025-04-12 11:12:54,41,1,0,1,1,30381628
2,2,4,29,237,258,2025-03-05 20:32:27,2025-03-05 20:34:09,48,2,3,0,0,30462908
2,0,125,33,130,13,2025-02-19 22:01:54,2025-02-19 22:53:02,60,0,2,1,1,30815477
0,3,12871,36,900,93,2025-02-28 04:32:08,2025-02-28 04:54:36,59,3,1,1,1,30182509
0,1,12541,22,861,187,2025-04-11 05:36:02,2025-04-11 05:49:01,50,2,1,0,1,30656401
2,1,13933,23,1010,213,2025-04-14 11:00:15,2025-04-14 11:43:34,66,4,0,0,1,30571014
0,1,240,2,905,54,2025-04-09 15:30:59,2025-04-09 15:48:53,50,4,2,0,0,30447595
2,1,13412,33,646,62,2025-01-30 06:35:19,2025-01-30 07:01:06,39,3,0,0,1,30743314
2,1,625,21,35,266,2025-03-16 13:18:20,2025-03-16 13:21:40,101,2,3,1,0,30499757
0,3,63604,63,689,184,2025-03-11 18:32:34,2025-03-11 19:09:26,102,4,1,1,0,30038353
1,0,335,26,814,79,2025-01-28 18:29:02,2025-01-28 19:18:36,7,0,2,0,1,30176148
0,2,13142,39,143,125,2025-01-26 22:48:39,2025-01-26 23:08:12,98,2,1,1,0,30649899
0,1,13933,19,678,240,2025-02-06 03:43:13,2025-02-06 04:17:09,81,4,3,0,0,30062469
2,3,14451,38,952,202,2025-04-12 23:30:59,2025-04-13 00:10:48,100,2,2,0,1,30508710
2,2,327,25,655,146,2025-04-02 18:55:52,2025-04-02 19:31:39,98,1,0,1,1,30266378
0,0,13056,3,149,33,2025-03-01 02:53:25,2025-03-01 03:22:35,18,2,3,0,0,30837990
1,0,12306,27,968,127,2025-01-29 13:36:46,2025-01-29 14:24:40,66,3,2,0,0,30169482
2,1,13964,46,932,236,2025-03-18 10:25:05,2025-03-18 10:57:39,57,1,0,1,1,30892935
1,3,186,14,1064,61,2025-02-11 16:35:14,2025-02-11 17:20:50,19,1,2,0,1,30312252
0,0,25,48,714,149,2025-03-21 13:39:38,2025-03-21 14:10:57,46,2,2,1,1,30782303
2,0,100,13,393,133,2025-03-14 22:55:12,2025-03-14 23:03:20,106,0,3,0,1,30934057
2,0,114,66,850,236,2025-03-05 17:53:47,2025-03-05 18:38:21,78,3,0,0,1,30015059
0,1,324,29,296,13,2025-03-14 18:29:38,2025-03-14 19:24:30,43,4,2,1,0,30114334
0,3,12306,3,1013,250,2025-03-14 02:50:28,2025-03-14 03:37:31,42,1,0,1,1,30833549
0,3,12336,36,805,134,2025-03-14 06:52:18,2025-03-14 07:37:43,98,4,0,1,0,30441432
1,2,12871,4,478,56,2025-03-27 00:33:16,2025-03-27 00:51:50,96,1,0,0,0,30101041
0,3,187,17,886,222,2025-04-18 16:57:51,2025-04-18 17:51:53,25,3,1,1,0,30098508
1,3,186,4,963,256,2025-03-08 17:33:36,2025-03-08 17:53:24,1,0,0,0,0,30387867
2,1,299,37,838,34,2025-04-14 21:10:08,2025-04-14 21:37:05,34,3,1,1,0,30957890
1,1,30,1,30,246,2025-03-20 09:04:04,2025-03-20 09:38:45,27,0,0,1,0,30594830
1,0,12580,60,560,98,2025-04-15 05:51:04,2025-04-15 06:26:26,31,2,3,1,1,30308415
1,1,12545,46,340,165,2025-02-15 14:01:27,2025-02-15 14:12:23,82,1,1,1,1,30602758
1,3,56,35,323,101,2025-02-25 12:33:29,2025-02-25 12:48:00,16,4,1,1,0,30204558
1,3,236,49,1059,205,2025-04-15 08:09:13,2025-04-15 08:13:59,71,3,2,0,0,30198884
1,2,193,46,716,63,2025-02-15 18:14:38,2025-02-15 19:12:41,60,2,1,1,1,30897694
0,0,12307,47,1024,169,2025-03-05 15:15:06,2025-03-05 15:20:00,73,4,0,0,0,30574487
0,3,63604,24,140,85,2025-03-06 12:30:20,2025-03-06 12:39:41,15,2,1,1,0,30886086
1,1,13552,65,841,46,2025-01-29 02:41:42,2025-01-29 03:18:28,10,0,3,0,1,30783482
1,0,100,49,816,216,2025-03-15 05:36:47,2025-03-15 06:33:08,98,3,3,1,0,30857502
0,3,25,39,1061,101,2025-03-28 05:11:54,2025-03-28 06:04:15,75,1,1,0,1,30303827
0,0,13552,49,561,137,2025-03-17 05:50:06,2025-03-17 06:45:49,64,1,1,0,1,30199739
0,0,12541,1,967,74,2025-03-18 08:59:13,2025-03-18 09:09:02,70,2,2,1,1,30001046
1,1,100,44,167,216,2025-02-06 09:26:14,2025-02-06 10:15:23,82,2,1,1,1,30787050
0,0,327,26,344,241,2025-03-22 23:06:56,2025-03-22 23:24:56,0,3,2,1,1,30628487
2,0,31,34,344,18,2025-02-03 16:21:25,2025-02-03 16:31:04,65,4,3,0,0,30097656
2,0,342,48,473,128,2025-04-18 11:22:33,2025-04-18 11:52:48,62,3,3,0,0,30758200
1,0,13203,27,349,252,2025-02-06 19:20:34,2025-02-06 20:11:43,20,0,3,1,0,30706153
